4;1.66446e-05;1
4;4.16055e-05;2
4;4.07979e-05;4
4;5.98475e-05;8
4;5.90324e-05;16
4;8.12739e-05;32
4;0.000172777;64
4;0.00935797;96
5;3.86924e-05;1
5;6.68734e-05;2
5;6.11752e-05;4
5;6.973e-05;8
5;6.29872e-05;16
5;9.89512e-05;32
5;0.000173607;64
5;0.00936082;96
6;5.38945e-05;1
6;0.000129274;2
6;0.000141542;4
6;0.000114858;8
6;0.000119992;16
6;0.000127997;32
6;0.000193347;64
6;0.000853986;96
7;0.000208069;1
7;0.000254233;2
7;0.000248322;4
7;0.000214207;8
7;0.000166918;16
7;0.000175866;32
7;0.000240076;64
7;0.00920797;96
8;0.000589596;1
8;0.000694957;2
8;0.000424235;4
8;0.000213096;8
8;0.000209133;16
8;0.000225432;32
8;0.000259846;64
8;0.000787133;96
9;0.00242081;1
9;0.00223664;2
9;0.00121955;4
9;0.000766611;8
9;0.000461665;16
9;0.000422725;32
9;0.00142489;64
9;0.00663148;96
10;0.00986616;1
10;0.00908908;2
10;0.00489445;4
10;0.00300783;8
10;0.00187095;16
10;0.00139401;32
10;0.00141616;64
10;0.00586213;96
11;0.0493664;1
11;0.0400522;2
11;0.0213792;4
11;0.0115019;8
11;0.0063377;16
11;0.00645236;32
11;0.00245302;64
11;0.00436068;96
12;0.246703;1
12;0.174333;2
12;0.0933848;4
12;0.0478261;8
12;0.0254194;16
12;0.0138132;32
12;0.00828394;64
12;0.0143225;96
