4;3.04729e-06;256
4;1.05593e-05;256
4;1.03693e-05;256
4;1.03246e-05;256
4;1.02241e-05;256
5;1.28578e-05;256
5;3.76981e-05;256
5;3.74336e-05;256
5;1.24592e-05;256
5;1.25468e-05;256
6;4.92018e-05;256
6;0.000145739;256
6;0.000141967;256
6;0.000130301;256
6;4.41317e-05;256
7;0.000193909;256
7;0.000587653;256
7;0.000176882;256
7;0.00053858;256
7;0.000181824;256
8;0.00073806;256
8;0.00103109;256
8;0.00118463;256
8;0.00105986;256
8;0.000671826;256
9;0.00283407;256
9;0.00284339;256
9;0.00284229;256
9;0.00330975;256
9;0.00358264;256
10;0.0119468;256
10;0.0125824;256
10;0.0119351;256
10;0.0117877;256
10;0.012252;256
11;0.0567006;256
11;0.0533891;256
11;0.0525078;256
11;0.0513634;256
11;0.0510779;256
12;0.280543;256
12;0.301817;256
12;0.27806;256
12;0.277208;256
12;0.276898;256
4;3.01376e-06;256
4;1.02818e-05;256
4;1.00471e-05;256
4;9.96143e-06;256
4;1.00508e-05;256
5;1.23754e-05;256
5;1.24425e-05;256
5;4.61657e-05;256
5;3.64296e-05;256
5;3.6383e-05;256
6;4.78476e-05;256
6;0.000141548;256
6;0.000141008;256
6;0.000141367;256
6;0.000141131;256
7;0.000188475;256
7;0.000552995;256
7;0.000405017;256
7;0.000573056;256
7;0.000193162;256
8;0.000707714;256
8;0.000688625;256
8;0.0006226;256
8;0.00136085;256
8;0.0007078;256
9;0.00281339;256
9;0.00299881;256
9;0.00344254;256
9;0.0031398;256
9;0.00280246;256
10;0.0117456;256
10;0.0117229;256
10;0.0121765;256
10;0.0113441;256
10;0.0113446;256
11;0.0546985;256
11;0.0519125;256
11;0.0504274;256
11;0.0500129;256
11;0.049835;256
12;0.274853;256
12;0.295192;256
12;0.270945;256
12;0.270133;256
12;0.269671;256
4;2.99327e-06;256
4;1.06655e-05;256
4;2.8573e-06;256
4;1.01738e-05;256
4;1.04699e-05;256
5;1.2869e-05;256
5;3.80576e-05;256
5;3.79626e-05;256
5;1.26734e-05;256
5;3.78564e-05;256
6;4.94644e-05;256
6;9.94559e-05;256
6;0.000158587;256
6;0.000107192;256
6;0.000114109;256
7;0.000194529;256
7;0.000403373;256
7;0.000605457;256
7;0.000234576;256
7;0.00017439;256
8;0.000805216;256
8;0.000838941;256
8;0.00101638;256
8;0.00114905;256
8;0.000685859;256
9;0.00284486;256
9;0.00346708;256
9;0.00289572;256
9;0.00349233;256
9;0.00323687;256
10;0.0121748;256
10;0.0120864;256
10;0.0124545;256
10;0.0117258;256
10;0.0118303;256
11;0.0561982;256
11;0.0534425;256
11;0.0517456;256
11;0.0521604;256
11;0.0513999;256
12;0.280937;256
12;0.300367;256
12;0.276892;256
12;0.276564;256
12;0.276542;256
4;3.09572e-06;256
4;1.04308e-05;256
4;1.01905e-05;256
4;1.01291e-05;256
4;1.01924e-05;256
5;1.28355e-05;256
5;3.81134e-05;256
5;3.76869e-05;256
5;1.25635e-05;256
5;3.77558e-05;256
6;4.95445e-05;256
6;0.000146776;256
6;4.87361e-05;256
6;0.000162404;256
6;7.54092e-05;256
7;0.000193853;256
7;0.000588059;256
7;0.000586301;256
7;0.000278322;256
7;0.000173507;256
8;0.000809593;256
8;0.00163417;256
8;0.00158363;256
8;0.000805881;256
8;0.00108779;256
9;0.00283096;256
9;0.00285659;256
9;0.00282573;256
9;0.00287304;256
9;0.00332977;256
10;0.0119601;256
10;0.0119836;256
10;0.0122106;256
10;0.0122419;256
10;0.0125152;256
11;0.0561609;256
11;0.052831;256
11;0.0523169;256
11;0.0514742;256
11;0.0515983;256
12;0.281815;256
12;0.302329;256
12;0.277349;256
12;0.277613;256
12;0.276392;256
4;2.97092e-06;256
4;2.87406e-06;256
4;9.99123e-06;256
4;9.99123e-06;256
4;9.99309e-06;256
5;1.24779e-05;256
5;3.67649e-05;256
5;3.63253e-05;256
5;3.64557e-05;256
5;3.63011e-05;256
6;4.79072e-05;256
6;0.000141671;256
6;4.70765e-05;256
6;0.000141291;256
6;0.000140993;256
7;0.000188908;256
7;0.000363773;256
7;0.000565886;256
7;0.000185208;256
7;0.000426276;256
8;0.00078211;256
8;0.000711041;256
8;0.000700912;256
8;0.000623455;256
8;0.0010564;256
9;0.00282651;256
9;0.00320082;256
9;0.00306813;256
9;0.00341347;256
9;0.00355209;256
10;0.0113534;256
10;0.011901;256
10;0.0120958;256
10;0.0116229;256
10;0.0121247;256
11;0.0559183;256
11;0.0520016;256
11;0.0509552;256
11;0.0500432;256
11;0.0497975;256
12;0.274836;256
12;0.295102;256
12;0.270816;256
12;0.270346;256
12;0.269564;256
