2048;0.0759996
2048;0.0894901
2048;0.0736324
2048;0.0867504
2048;0.0970891
2048;0.0910077
2048;0.0951457
2048;0.0993877
2048;0.0776664
2048;0.0739929
2048;0.0928035
2048;0.0927204
2048;0.114
2048;0.0742843
2048;0.0963122
4096;0.332289
4096;0.314536
4096;0.360522
4096;0.567706
4096;0.32832
4096;0.333322
4096;0.393215
4096;0.367836
4096;0.372935
4096;0.371473
4096;0.416276
4096;0.402496
4096;0.402874
4096;0.410369
4096;0.406702
1024;0.0166743
1024;0.018559
1024;0.0170083
1024;0.0183619
1024;0.0219456
1024;0.0260579
1024;0.0248895
1024;0.036423
1024;0.0295267
1024;0.024892
1024;0.0190438
1024;0.0174614
1024;0.0174584
1024;0.020376
1024;0.0200998
512;0.00403985
512;0.00729336
512;0.00739177
512;0.00497698
512;0.00451199
512;0.00706767
512;0.00441853
512;0.00436096
512;0.00490268
512;0.00471403
512;0.0045767
512;0.00489919
512;0.00487822
512;0.0074666
512;0.0052868
256;0.00138815
256;0.00106274
256;0.0012106
256;0.00120598
256;0.00112408
256;0.00126262
256;0.00126971
256;0.0022627
256;0.00170543
256;0.00203342
256;0.00119822
256;0.00110772
256;0.00113644
256;0.00117495
256;0.00113972
128;0.000178888
128;0.000287455
128;0.000199627
128;0.000188939
128;0.000195634
128;0.000195824
128;0.000213895
128;0.000205904
128;0.000205491
128;0.000203706
128;0.000231206
128;0.000206251
128;0.000270262
128;0.000254247
128;0.000231043
64;3.81581e-05
64;4.82053e-05
64;4.97773e-05
64;5.31599e-05
64;4.86001e-05
64;4.84064e-05
64;5.20498e-05
64;5.47729e-05
64;4.87156e-05
64;6.38403e-05
64;5.07273e-05
64;5.01089e-05
64;4.59105e-05
64;4.71324e-05
64;7.09444e-05
32;9.96515e-06
32;1.47745e-05
32;3.5651e-05
32;2.05822e-05
32;2.18935e-05
32;1.70395e-05
32;1.79224e-05
32;2.13943e-05
32;1.5825e-05
32;1.79559e-05
32;1.5825e-05
32;1.56872e-05
32;1.83806e-05
32;1.49161e-05
32;1.36048e-05
16;8.10996e-06
16;9.14559e-06
16;4.66779e-06
16;5.78538e-06
16;5.84871e-06
16;5.8338e-06
16;6.07595e-06
16;9.20147e-06
16;4.66034e-06
16;5.72205e-06
16;5.1111e-06
16;5.01424e-06
16;5.18188e-06
16;5.01424e-06
16;4.89131e-06
