4;2.25008e-06;serial=method3
4;1.62609e-06;O1 -ffast-math=method3
4;7.73557e-06;serial=method3
4;1.72667e-06;O1 -ffast-math=method3
4;8.07829e-06;serial=method3
4;1.21631e-06;O1 -ffast-math=method3
4;8.01124e-06;serial=method3
4;1.52923e-06;O1 -ffast-math=method3
4;7.76537e-06;serial=method3
4;9.07108e-07;O1 -ffast-math=method3
4;1.40108e-06;O1 -ffast-math=method3
5;9.65782e-06;serial=method3
5;1.50502e-06;O1 -ffast-math=method3
5;2.84929e-05;serial=method3
5;4.06057e-06;O1 -ffast-math=method3
5;2.86251e-05;serial=method3
5;3.74205e-06;O1 -ffast-math=method3
5;2.8355e-05;serial=method3
5;1.00397e-06;O1 -ffast-math=method3
5;2.82396e-05;serial=method3
5;3.37139e-06;O1 -ffast-math=method3
5;2.7366e-06;O1 -ffast-math=method3
6;3.79216e-05;serial=method3
6;4.25614e-06;O1 -ffast-math=method3
6;7.47982e-05;serial=method3
6;1.23382e-05;O1 -ffast-math=method3
6;0.00012465;serial=method3
6;1.18278e-05;O1 -ffast-math=method3
6;0.000153009;serial=method3
6;1.17663e-05;O1 -ffast-math=method3
6;0.000127742;serial=method3
6;1.19098e-05;O1 -ffast-math=method3
6;1.04196e-05;O1 -ffast-math=method3
7;0.000148827;serial=method3
7;4.50816e-05;O1 -ffast-math=method3
7;0.000466527;serial=method3
7;5.8677e-05;O1 -ffast-math=method3
7;0.000447096;serial=method3
7;4.49363e-05;O1 -ffast-math=method3
7;0.00044659;serial=method3
7;4.47873e-05;O1 -ffast-math=method3
7;0.000249442;serial=method3
7;4.44744e-05;O1 -ffast-math=method3
7;4.75913e-05;O1 -ffast-math=method3
8;0.000506159;serial=method3
8;5.30463e-05;O1 -ffast-math=method3
8;0.000532228;serial=method3
8;0.000179194;O1 -ffast-math=method3
8;0.000525296;serial=method3
8;0.000179244;O1 -ffast-math=method3
8;0.000529803;serial=method3
8;5.2562e-05;O1 -ffast-math=method3
8;0.00130862;serial=method3
8;5.26402e-05;O1 -ffast-math=method3
8;0.000103337;O1 -ffast-math=method3
9;0.0021474;serial=method3
9;0.000269074;O1 -ffast-math=method3
9;0.00260251;serial=method3
9;0.000379415;O1 -ffast-math=method3
9;0.00261107;serial=method3
9;0.000811465;O1 -ffast-math=method3
9;0.00251448;serial=method3
9;0.000823861;O1 -ffast-math=method3
9;0.00223086;serial=method3
9;0.000639461;O1 -ffast-math=method3
9;0.000584655;O1 -ffast-math=method3
10;0.00896878;serial=method3
10;0.00110932;O1 -ffast-math=method3
10;0.00900273;serial=method3
10;0.00112341;O1 -ffast-math=method3
10;0.00906608;serial=method3
10;0.00113887;O1 -ffast-math=method3
10;0.00898254;serial=method3
10;0.00112428;O1 -ffast-math=method3
10;0.00905696;serial=method3
10;0.00110991;O1 -ffast-math=method3
10;0.00112116;O1 -ffast-math=method3
11;0.0397018;serial=method3
11;0.00763146;O1 -ffast-math=method3
11;0.0382682;serial=method3
11;0.00694844;O1 -ffast-math=method3
11;0.03805;serial=method3
11;0.00681537;O1 -ffast-math=method3
11;0.0378832;serial=method3
11;0.00697701;O1 -ffast-math=method3
11;0.0378408;serial=method3
11;0.0067778;O1 -ffast-math=method3
11;0.00703002;O1 -ffast-math=method3
12;0.188441;serial=method3
12;0.050285;O1 -ffast-math=method3
12;0.183083;serial=method3
12;0.0499251;O1 -ffast-math=method3
12;0.182678;serial=method3
12;0.0497461;O1 -ffast-math=method3
12;0.182718;serial=method3
12;0.0497241;O1 -ffast-math=method3
12;0.182547;serial=method3
12;0.0497677;O1 -ffast-math=method3
12;0.0498896;O1 -ffast-math=method3
4;2.29292e-06;serial=method3
4;1.35787e-06;O2 -funroll-loops=method3
4;7.83987e-06;serial=method3
4;1.10827e-06;O2 -funroll-loops=method3
4;7.63871e-06;serial=method3
4;9.07108e-07;O2 -funroll-loops=method3
4;7.36304e-06;serial=method3
4;6.03497e-07;O2 -funroll-loops=method3
4;2.10293e-06;serial=method3
4;8.67993e-07;O2 -funroll-loops=method3
4;9.68948e-07;O2 -funroll-loops=method3
5;9.69507e-06;serial=method3
5;1.06543e-06;O2 -funroll-loops=method3
5;2.85525e-05;serial=method3
5;1.93343e-06;O2 -funroll-loops=method3
5;2.88375e-05;serial=method3
5;1.86265e-06;O2 -funroll-loops=method3
5;8.61287e-06;serial=method3
5;6.48201e-07;O2 -funroll-loops=method3
5;8.74326e-06;serial=method3
5;1.83284e-06;O2 -funroll-loops=method3
5;1.46851e-06;O2 -funroll-loops=method3
6;3.80073e-05;serial=method3
6;7.9684e-06;O2 -funroll-loops=method3
6;0.000126999;serial=method3
6;6.38515e-06;O2 -funroll-loops=method3
6;0.000129314;serial=method3
6;5.65313e-06;O2 -funroll-loops=method3
6;0.000113834;serial=method3
6;1.64472e-06;O2 -funroll-loops=method3
6;3.34065e-05;serial=method3
6;5.04591e-06;O2 -funroll-loops=method3
6;5.33946e-06;O2 -funroll-loops=method3
7;0.000149401;serial=method3
7;2.49986e-05;O2 -funroll-loops=method3
7;0.000160299;serial=method3
7;7.594e-06;O2 -funroll-loops=method3
7;0.000461001;serial=method3
7;2.14297e-05;O2 -funroll-loops=method3
7;0.000462865;serial=method3
7;2.09324e-05;O2 -funroll-loops=method3
7;0.000441197;serial=method3
7;2.05692e-05;O2 -funroll-loops=method3
7;1.91048e-05;O2 -funroll-loops=method3
8;0.000595763;serial=method3
8;8.86619e-05;O2 -funroll-loops=method3
8;0.000596901;serial=method3
8;8.56966e-05;O2 -funroll-loops=method3
8;0.000736121;serial=method3
8;8.29883e-05;O2 -funroll-loops=method3
8;0.00121246;serial=method3
8;2.29441e-05;O2 -funroll-loops=method3
8;0.000619713;serial=method3
8;2.27727e-05;O2 -funroll-loops=method3
8;6.06127e-05;O2 -funroll-loops=method3
9;0.0020928;serial=method3
9;0.000302853;O2 -funroll-loops=method3
9;0.00244495;serial=method3
9;0.000330003;O2 -funroll-loops=method3
9;0.00235518;serial=method3
9;0.00037989;O2 -funroll-loops=method3
9;0.00262596;serial=method3
9;0.000145303;O2 -funroll-loops=method3
9;0.00265457;serial=method3
9;0.00047138;O2 -funroll-loops=method3
9;0.000325886;O2 -funroll-loops=method3
10;0.00895292;serial=method3
10;0.000793688;O2 -funroll-loops=method3
10;0.00897646;serial=method3
10;0.000730596;O2 -funroll-loops=method3
10;0.00895889;serial=method3
10;0.000709137;O2 -funroll-loops=method3
10;0.00903567;serial=method3
10;0.000738693;O2 -funroll-loops=method3
10;0.00894131;serial=method3
10;0.000708278;O2 -funroll-loops=method3
10;0.000736079;O2 -funroll-loops=method3
11;0.0394079;serial=method3
11;0.00665526;O2 -funroll-loops=method3
11;0.0379706;serial=method3
11;0.00641019;O2 -funroll-loops=method3
11;0.0377084;serial=method3
11;0.00634576;O2 -funroll-loops=method3
11;0.0376495;serial=method3
11;0.00632456;O2 -funroll-loops=method3
11;0.0377395;serial=method3
11;0.00632521;O2 -funroll-loops=method3
11;0.0064122;O2 -funroll-loops=method3
12;0.187824;serial=method3
12;0.0523822;O2 -funroll-loops=method3
12;0.182085;serial=method3
12;0.0520172;O2 -funroll-loops=method3
12;0.181351;serial=method3
12;0.0519993;O2 -funroll-loops=method3
12;0.181524;serial=method3
12;0.0520012;O2 -funroll-loops=method3
12;0.181498;serial=method3
12;0.0518992;O2 -funroll-loops=method3
12;0.0520598;O2 -funroll-loops=method3
4;2.27615e-06;serial=method3
4;1.94274e-06;O1 -funroll-loops=method3
4;7.69459e-06;serial=method3
4;1.76579e-06;O1 -funroll-loops=method3
4;7.48038e-06;serial=method3
4;1.46404e-06;O1 -funroll-loops=method3
4;2.04891e-06;serial=method3
4;9.90927e-07;O1 -funroll-loops=method3
4;2.05822e-06;serial=method3
4;7.91624e-07;O1 -funroll-loops=method3
4;1.39102e-06;O1 -funroll-loops=method3
5;2.06232e-05;serial=method3
5;4.8019e-06;O1 -funroll-loops=method3
5;2.89083e-05;serial=method3
5;4.109e-06;O1 -funroll-loops=method3
5;2.93106e-05;serial=method3
5;3.62471e-06;O1 -funroll-loops=method3
5;2.8912e-05;serial=method3
5;2.97464e-06;O1 -funroll-loops=method3
5;2.8722e-05;serial=method3
5;3.63588e-06;O1 -funroll-loops=method3
5;3.82923e-06;O1 -funroll-loops=method3
6;3.42485e-05;serial=method3
6;1.37351e-05;O1 -funroll-loops=method3
6;0.00011247;serial=method3
6;1.234e-05;O1 -funroll-loops=method3
6;0.000112474;serial=method3
6;1.1256e-05;O1 -funroll-loops=method3
6;0.000112372;serial=method3
6;1.20755e-05;O1 -funroll-loops=method3
6;4.72926e-05;serial=method3
6;1.13714e-05;O1 -funroll-loops=method3
6;1.21556e-05;O1 -funroll-loops=method3
7;0.000124106;serial=method3
7;4.96525e-05;O1 -funroll-loops=method3
7;0.000458412;serial=method3
7;4.75366e-05;O1 -funroll-loops=method3
7;0.000456432;serial=method3
7;2.45068e-05;O1 -funroll-loops=method3
7;0.000456162;serial=method3
7;4.51356e-05;O1 -funroll-loops=method3
7;0.000220718;serial=method3
7;4.47948e-05;O1 -funroll-loops=method3
7;4.23253e-05;O1 -funroll-loops=method3
8;0.000496702;serial=method3
8;0.000198234;O1 -funroll-loops=method3
8;0.00131796;serial=method3
8;0.00018389;O1 -funroll-loops=method3
8;0.000934929;serial=method3
8;0.000182068;O1 -funroll-loops=method3
8;0.000754964;serial=method3
8;5.05e-05;O1 -funroll-loops=method3
8;0.00101715;serial=method3
8;0.000181478;O1 -funroll-loops=method3
8;0.000159234;O1 -funroll-loops=method3
9;0.00211288;serial=method3
