4;4.78923e-06;1
4;1.71676e-05;2
4;1.71736e-05;4
4;1.70901e-05;8
4;1.69843e-05;16
4;1.72243e-05;32
4;1.85877e-05;64
4;1.4621e-05;128
4;1.70887e-05;256
4;1.88082e-05;512
4;1.70693e-05;1024
4;1.70991e-05;2048
5;2.20418e-05;1
5;2.21431e-05;2
5;6.85617e-05;4
5;6.62059e-05;8
5;7.6142e-05;16
5;6.57737e-05;32
5;6.75663e-05;64
5;6.80923e-05;128
5;6.79493e-05;256
5;6.59525e-05;512
5;6.82741e-05;1024
5;6.77913e-05;2048
6;8.32111e-05;1
6;0.000193119;2
6;0.000200105;4
6;0.000149964;8
6;7.20128e-05;16
6;0.000166966;32
6;0.000164302;64
6;0.000115049;128
6;0.000139217;256
6;0.000112304;512
6;0.000103794;1024
6;0.000150901;2048
7;0.000346027;1
7;0.000414832;2
7;0.000425726;4
7;0.000381728;8
7;0.000450951;16
7;0.000310946;32
7;0.00036765;64
7;0.000435714;128
7;0.000429355;256
7;0.000380367;512
7;0.000392787;1024
7;0.000437631;2048
8;0.00131932;1
8;0.00124805;2
8;0.00121489;4
8;0.0011793;8
8;0.00127613;16
8;0.00132217;32
8;0.00130759;64
8;0.00120887;128
8;0.00114729;256
8;0.00130766;512
8;0.00119521;1024
8;0.00128079;2048
9;0.00486772;1
9;0.00485605;2
9;0.00492641;4
9;0.00491514;8
9;0.00498383;16
9;0.00493131;32
9;0.00500912;64
9;0.00490935;128
9;0.00494483;256
9;0.0049693;512
9;0.00485274;1024
9;0.00494887;2048
10;0.0197295;1
10;0.019751;2
10;0.0197768;4
10;0.0196698;8
10;0.0197811;16
10;0.0196692;32
10;0.0197421;64
10;0.0197952;128
10;0.0197478;256
10;0.0197263;512
10;0.0197487;1024
10;0.0197881;2048
11;0.0883429;1
11;0.0875188;2
11;0.0879363;4
11;0.0874546;8
11;0.0872632;16
11;0.0883949;32
11;0.0873011;64
11;0.0871616;128
11;0.0870946;256
11;0.087168;512
11;0.0881431;1024
11;0.0871546;2048
12;0.42247;1
12;0.418046;2
12;0.41493;4
12;0.416839;8
12;0.415315;16
12;0.415986;32
12;0.415745;64
12;0.415455;128
12;0.415411;256
12;0.421293;512
12;0.415644;1024
12;0.415636;2048
